model,name,desc,cat1,cat2,cat3,cat4,quantity,price,manufacturer,manufacturer_pb,weight,unit
102202,"""Promocija CW TOTAL TEXTURE""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""STYLING""",,1,2987,"""TIGI""","""PROMOCIJE""",0.687,"""kom"""
102204,"""Promocija SF SHINE WITH SASS""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""STYLING""",,9,3616,"""TIGI""","""PROMOCIJE""",0.34,"""kom"""
102205,"""Promocija QUEEN FOR A DAY DUO Pena 300ml  2/1""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""STYLING""",,80,1979,"""TIGI""","""PROMOCIJE""",0.722,"""kom"""
102206,"""SOME LIKE IT HOT Šampon za kosu 750ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""ŠAMPONI""",,5,2238,"""TIGI""","""BED HEAD""",0.856,"""kom"""
102207,"""SOME LIKE IT HOT Regenerator za kosu 750ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""REGENERATORI I PAKOVANJA""",,7,3004,"""TIGI""","""BED HEAD""",0.832,"""kom"""
102223,"""CC Lift boja za kosu 100/83  60ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",71,890,"""TIGI""","""COLOUR""",0.08,"""kom"""
102167,"""CC Mix master korektor za kosu /55  60ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",33,890,"""TIGI""","""COLOUR""",0.08,"""kom"""
102218,"""COLOR CARE Šampon za kosu 300ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""ŠAMPONI""",,18,523,"""ALTER EGO""","""NOURISHING Spa""",0.347,"""kom"""
102219,"""COLOR CARE Šampon za kosu 1000ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""ŠAMPONI""",,9,1100,"""ALTER EGO""","""NOURISHING Spa""",1.109,"""kom"""
102220,"""COLOR CARE Regenerator za kosu 300ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""REGENERATORI I PAKOVANJA""",,1,594,"""ALTER EGO""","""NOURISHING Spa""",0.308,"""kom"""
102221,"""COLOR CARE Regenerator za kosu 1000ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""REGENERATORI I PAKOVANJA""",,26,1554,"""ALTER EGO""","""NOURISHING Spa""",1.052,"""kom"""
102222,"""COLOR CARE Serum za kosu 100ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""STYLING""",,9,1356,"""ALTER EGO""","""NOURISHING Spa""",0.215,"""kom"""
102238,"""SERICAL Maska Keratin 1000ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""REGENERATORI I PAKOVANJA""",,24,459,"""SERICAL""",,1.041,"""kom"""
102243,"""KRYSTAL MILK Šampon ROLLER BOOSTER 1000ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""ŠAMPONI""",,1,1100,"""ALTER EGO""","""KRYSTAL MILK""",1.11,"""kom"""
102244,"""KRYSTAL MILK Maska ROLLER BOOSTER 1000ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""REGENERATORI I PAKOVANJA""",,0,1356,"""ALTER EGO""","""KRYSTAL MILK""",1.047,"""kom"""
102168,"""CC Mix master korektor za kosu /66  60ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",29,890,"""TIGI""","""COLOUR""",0.08,"""kom"""
102172,"""CC Gloss boja za kosu 0/02  60ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE BEZ AMONIJAKA""",61,890,"""TIGI""","""COLOUR""",0.08,"""kom"""
102173,"""CC Gloss boja za kosu 0/03  60ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE BEZ AMONIJAKA""",68,890,"""TIGI""","""COLOUR""",0.08,"""kom"""
102174,"""CC Gloss boja za kosu 0/08  60ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE BEZ AMONIJAKA""",60,890,"""TIGI""","""COLOUR""",0.08,"""kom"""
102175,"""CC Gloss boja za kosu 0/28  60ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE BEZ AMONIJAKA""",65,890,"""TIGI""","""COLOUR""",0.08,"""kom"""
102176,"""CC Gloss boja za kosu 3/0  60ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE BEZ AMONIJAKA""",72,890,"""TIGI""","""COLOUR""",0.08,"""kom"""
102177,"""CC Gloss boja za kosu 4/0  60ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE BEZ AMONIJAKA""",66,890,"""TIGI""","""COLOUR""",0.08,"""kom"""
102178,"""CC Gloss boja za kosu 5/0  60ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE BEZ AMONIJAKA""",61,890,"""TIGI""","""COLOUR""",0.08,"""kom"""
102179,"""CC Gloss boja za kosu 6/0  60ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE BEZ AMONIJAKA""",58,890,"""TIGI""","""COLOUR""",0.08,"""kom"""
102180,"""CC Gloss boja za kosu 7/0  60ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE BEZ AMONIJAKA""",60,890,"""TIGI""","""COLOUR""",0.08,"""kom"""
101477,"""BH RE-ENERGIZE Šampon 250ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""ŠAMPONI""",,44,1332,"""TIGI""","""BED HEAD""",0.288,"""kom"""
101478,"""BH RE-ENERGIZE Šampon 750ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""ŠAMPONI""",,11,2184,"""TIGI""","""BED HEAD""",0.855,"""kom"""
101479,"""BH RECOVERY Šampon 250ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""ŠAMPONI""",,47,1332,"""TIGI""","""BED HEAD""",0.286,"""kom"""
101480,"""BH RECOVERY Regenerator 750ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""REGENERATORI I PAKOVANJA""",,13,3348,"""TIGI""","""BED HEAD""",0.813,"""kom"""
101481,"""BH RESURRECTION Šampon 250ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""ŠAMPONI""",,47,1332,"""TIGI""","""BED HEAD""",0.288,"""kom"""
102132,"""CC Creative boja za kosu 7/35  60ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",43,890,"""TIGI""","""COLOUR""",0.08,"""kom"""
102133,"""CC Creative boja za kosu 6/34  60ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",68,890,"""TIGI""","""COLOUR""",0.08,"""kom"""
102165,"""CC Mix master korektor za kosu /33  60ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",31,890,"""TIGI""","""COLOUR""",0.08,"""kom"""
101497,"""Oxi Ego hidrogen 40vol  5000ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""HIDROGENI""",22,1501,"""ALTER EGO""","""COLOR EGO""",5.3,"""kom"""
101498,"""Blanš PREMIUM krema 250gr""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""IZBELJIVAČI - BLANŠEVI""",28,1470,"""ALTER EGO""","""DECO EGO""",0.288,"""kom"""
101487,"""BH RECOVERY Šampon 2000ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""ŠAMPONI""",,15,4531,"""TIGI""","""BED HEAD""",2.233,"""kom"""
101488,"""BH RECOVERY Regenerator 2000ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""REGENERATORI I PAKOVANJA""",,28,5103,"""TIGI""","""BED HEAD""",2.098,"""kom"""
101489,"""BH RESURRECTION Šampon 750ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""ŠAMPONI""",,0,2184,"""TIGI""","""BED HEAD""",0.857,"""kom"""
101490,"""BH RESURRECTION Šampon 2000ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""ŠAMPONI""",,16,4531,"""TIGI""","""BED HEAD""",2.2302,"""kom"""
101491,"""BH RESURRECTION Regenerator 750ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""REGENERATORI I PAKOVANJA""",,3,3348,"""TIGI""","""BED HEAD""",0.827,"""kom"""
101492,"""BH RE-ENERGIZE Šampon 2000ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""ŠAMPONI""",,8,4531,"""TIGI""","""BED HEAD""",2.255,"""kom"""
101605,"""Promocija RE-ENERGIZE TWEENS Šam+Reg 750ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""",,,2,2860,"""TIGI""","""PROMOCIJE""",1.696,"""kom"""
101606,"""Promocija RECOVERY TWEENS Šam+Reg 750ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""",,,0,2860,"""TIGI""","""PROMOCIJE""",1.69,"""kom"""
101607,"""Promocija RESURRECTION TWEENS Šam+Reg 750ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""",,,4,2860,"""TIGI""","""PROMOCIJE""",1.688,"""kom"""
101608,"""Promocija SLEEK MYSTIQUE TWEENS Šam+Reg 750ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""ŠAMPONI""",,2,2860,"""TIGI""","""PROMOCIJE""",1.782,"""kom"""
101609,"""Promocija LIVIN THE DREAM TWEENS Šam+Reg 750ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""",,,2,2860,"""TIGI""","""PROMOCIJE""",1.643,"""kom"""
101610,"""Promocija DIAMOND DREAMS TWEENS Šam+Reg 750ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""",,,0,2860,"""TIGI""","""PROMOCIJE""",1.75,"""kom"""
101611,"""BH COL COMB DUMB BLONDE Šampon 2000ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""ŠAMPONI""",,3,4531,"""TIGI""","""BED HEAD""",2.249,"""kom"""
102106,"""Promocija BH VOLUME AND SHINE""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""STYLING""",,3,3153,"""TIGI""","""PROMOCIJE""",0.522,"""kom"""
102107,"""Promocija BH SMOOTH AND STRAIGHT""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""STYLING""",,1,3205,"""TIGI""","""PROMOCIJE""",0.504,"""kom"""
102108,"""Promocija CW TEXTURE AND HOLD""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""STYLING""",,38,2692,"""TIGI""","""PROMOCIJE""",0.427,"""kom"""
102110,"""Promocija SFACTOR VOLUME AND SHINE""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""STYLING""",,4,3038,"""TIGI""","""PROMOCIJE""",0.381,"""kom"""
102111,"""Promocija SFACTOR SMOOTH AND STRAIGHT""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""STYLING""",,2,2797,"""TIGI""","""PROMOCIJE""",0.6,"""kom"""
102112,"""Promocija MATTE WAX Vosak za kosu 75gr  12/1""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""STYLING""",,42,12077,"""TIGI""","""PROMOCIJE""",1.613,"""kom"""
102166,"""CC Mix master korektor za kosu /44  60ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",18,890,"""TIGI""","""COLOUR""",0.08,"""kom"""
102236,"""Promocija SMOOTHING TWEENS Šam+Reg 750ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""ŠAMPONI""",,22,5487,"""TIGI""","""PROMOCIJE""",1.757,"""kom"""
101612,"""BH COL COMB DUMB BLONDE Regenerator 200ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""REGENERATORI I PAKOVANJA""",,36,1507,"""TIGI""","""BED HEAD""",0.224,"""kom"""
101613,"""BH COL COMB DUMB BLONDE Regenerator 2000ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""REGENERATORI I PAKOVANJA""",,17,5103,"""TIGI""","""BED HEAD""",2.146,"""kom"""
101614,"""BH COL COMB GODDESS Šampon 2000ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""ŠAMPONI""",,4,4531,"""TIGI""","""BED HEAD""",2.21,"""kom"""
101615,"""BH COL COMB DUMB BLONDE Šampon 250ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""ŠAMPONI""",,23,1331,"""TIGI""","""BED HEAD""",0.287,"""kom"""
101616,"""BH COL COMB GODDESS Regenerator 200ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""REGENERATORI I PAKOVANJA""",,36,1507,"""TIGI""","""BED HEAD""",0.232,"""kom"""
101617,"""Promocija COLOUR COMBAT PROTECTOR Kit""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""",,,4,7941,"""TIGI""","""PROMOCIJE""",1.803,"""kom"""
101633,"""BH COL COMB DUMB BLONDE Leave in regener 250ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""REGENERATORI I PAKOVANJA""",,28,1639,"""TIGI""","""BED HEAD""",0.284,"""kom"""
101634,"""BH COL COMB GODDESS Šampon 250ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""ŠAMPONI""",,17,1331,"""TIGI""","""BED HEAD""",0.293,"""kom"""
101635,"""BH COL COMB GODDESS Šampon 750ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""ŠAMPONI""",,12,2178,"""TIGI""","""BED HEAD""",0.857,"""kom"""
101636,"""BH COL COMB GODDESS Regenerator 750ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""REGENERATORI I PAKOVANJA""",,17,3343,"""TIGI""","""BED HEAD""",0.847,"""kom"""
101637,"""BH COL COMB GODDESS Regenerator 2000ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""REGENERATORI I PAKOVANJA""",,23,5103,"""TIGI""","""BED HEAD""",2.228,"""kom"""
101638,"""BH COL COMB GODDESS Leave in regenerator 250ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""REGENERATORI I PAKOVANJA""",,56,1639,"""TIGI""","""BED HEAD""",0.285,"""kom"""
101639,"""Promocija HAIR OF A GODDESS""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""STYLING""",,13,2860,"""TIGI""","""PROMOCIJE""",0.829,"""kom"""
100203,"""Oxi Ego hidrogen 20vol 1000ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""HIDROGENI""",340,409,"""ALTER EGO""","""COLOR EGO""",1.094,"""kom"""
100208,"""Oxi Ego hidrogen 30vol 1000ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""HIDROGENI""",215,409,"""ALTER EGO""","""COLOR EGO""",1.094,"""kom"""
101486,"""BH RE-ENERGIZE Regenerator 2000ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""REGENERATORI I PAKOVANJA""",,20,5103,"""TIGI""","""BED HEAD""",2.151,"""kom"""
101493,"""RESET COLOR PREMIUM Skidač boje sa kose 150ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""TEHNIČKI PROIZVODI""",,32,1950,"""ALTER EGO""","""COLOR UTILITES""",0.605,"""kom"""
101494,"""Oxi Ego hidrogen 10vol  5000ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""HIDROGENI""",1,1501,"""ALTER EGO""","""COLOR EGO""",5.3,"""kom"""
101495,"""Oxi Ego hidrogen 20vol  5000ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""HIDROGENI""",27,1501,"""ALTER EGO""","""COLOR EGO""",5.3,"""kom"""
101496,"""Oxi Ego hidrogen 30vol  5000ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""HIDROGENI""",15,1501,"""ALTER EGO""","""COLOR EGO""",5.3,"""kom"""
100275,"""Fluid za dubinsko čišćenje 150ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""NEGA PROBLEMATIČNE KOSE I KOŽE GLAVE""",,21,875,"""ALTER EGO""","""NEQUAL Spa""",0.177,"""kom"""
100287,"""Šampon za tretiranu kosu i masno teme 1000ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""ŠAMPONI""",,3,1431,"""ALTER EGO""","""NEQUAL Spa""",1.109,"""kom"""
100292,"""Šampon Anti-age 1000ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""ŠAMPONI""",,24,1431,"""ALTER EGO""","""NEQUAL Spa""",1.106,"""kom"""
100293,"""Maska Anti-age 300ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""REGENERATORI I PAKOVANJA""",,8,858,"""ALTER EGO""","""NEQUAL Spa""",0.338,"""kom"""
100294,"""Maska Anti-age 1000ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""REGENERATORI I PAKOVANJA""",,7,1368,"""ALTER EGO""","""NEQUAL Spa""",1.025,"""kom"""
100295,"""Losion Anti-stress leave in 125ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""NEGA PROBLEMATIČNE KOSE I KOŽE GLAVE""",,4,1368,"""ALTER EGO""","""NEQUAL Spa""",0.25,"""kom"""
100311,"""Intenzivni losion protiv gubitka kose 12*10ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""NEGA PROBLEMATIČNE KOSE I KOŽE GLAVE""","""OPADANJE""",0,2002,"""ALTER EGO""","""NEQUAL Spa""",0.418,"""kom"""
100354,"""NCI Nutri repair maska 1000ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""REGENERATORI I PAKOVANJA""",,6,1971,"""ALTER EGO""","""NOURISHING Spa""",1.083,"""kom"""
100355,"""NCI Leave in regenerator 250ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""REGENERATORI I PAKOVANJA""",,27,889,"""ALTER EGO""","""NOURISHING Spa""",0.264,"""kom"""
100356,"""NCI Leave in regenerator 1000ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""REGENERATORI I PAKOVANJA""",,7,1812,"""ALTER EGO""","""NOURISHING Spa""",1.04,"""kom"""
100289,"""Losion protiv peruti i seboreje 12*10ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""NEGA PROBLEMATIČNE KOSE I KOŽE GLAVE""","""OPADANJE""",0,2002,"""ALTER EGO""","""NEQUAL Spa""",0.413,"""kom"""
100290,"""Šampon Anti-age 250ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""ŠAMPONI""",,39,603,"""ALTER EGO""","""NEQUAL Spa""",0.298,"""kom"""
100358,"""NCI Leave in repair losion 12*12ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""NEGA PROBLEMATIČNE KOSE I KOŽE GLAVE""","""SUVA""",1,1971,"""ALTER EGO""","""NOURISHING Spa""",0.459,"""kom"""
100421,"""FANOLA Lak extra jak 750ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""STYLING""",,42,693,"""FANOLA""",,0.664,"""kom"""
100465,"""SERICAL Maska Placenta 1000ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""REGENERATORI I PAKOVANJA""",,1562,437,"""SERICAL""",,1.053,"""kom"""
100467,"""SERICAL Maska Carota 1000ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""REGENERATORI I PAKOVANJA""",,172,437,"""SERICAL""",,1.043,"""kom"""
100469,"""SERICAL Maska Milk 1000ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""REGENERATORI I PAKOVANJA""",,1468,437,"""SERICAL""",,1.043,"""kom"""
100471,"""RIVIT Blanš u kesici 35g""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""TEHNIČKI PROIZVODI""",,591,113,"""SERICAL""",,0.037,"""kom"""
100489,"""WS Preparat za mini val 2 500ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""TEHNIČKI PROIZVODI""",,17,1303,"""ALTER EGO""","""TECHNI SHAPE""",0.605,"""kom"""
100491,"""WS Preparat za mini val 1s 500ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""TEHNIČKI PROIZVODI""",,23,1303,"""ALTER EGO""","""TECHNI SHAPE""",0.603,"""kom"""
100493,"""WS Neutralizator 1000ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""TEHNIČKI PROIZVODI""",,29,953,"""ALTER EGO""","""TECHNI SHAPE""",1.087,"""kom"""
100514,"""Plavi blanš bez prašine 1kg""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""IZBELJIVAČI - BLANŠEVI""",26,2800,"""ALTER EGO""","""DECO EGO""",1.245,"""kom"""
100518,"""Beli blanš bez prašine 1kg""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""IZBELJIVAČI - BLANŠEVI""",22,2800,"""ALTER EGO""","""DECO EGO""",1.254,"""kom"""
100536,"""Color šampon Silver  300ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""ŠAMPONI""",,22,700,"""ALTER EGO""","""COLOR MAINTENANCE""",0.346,"""kom"""
100559,"""Flaxtone otvoreno crvena 250gr""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""IZBELJIVAČI - BLANŠEVI""",0,2081,"""ALTER EGO""","""DECO EGO""",0.3,"""kom"""
100574,"""POWER TRIP GEL Gel za kosu 200ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""STYLING""",,1,1651,"""TIGI""","""BED HEAD""",0.305,"""kom"""
100598,"""Plavi blanš bez prašine 500gr""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""IZBELJIVAČI - BLANŠEVI""",305,1102,"""ALTER EGO""","""DECO EGO""",0.514,"""kom"""
100599,"""Beli blanš bez prašine 500gr""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""IZBELJIVAČI - BLANŠEVI""",12,1102,"""ALTER EGO""","""DECO EGO""",0.514,"""kom"""
100622,"""MANIPULATOR Krema za kosu 50ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""STYLING""",,20,1450,"""TIGI""","""BED HEAD""",0.096,"""kom"""
100602,"""HEADRUSH SPRAY Sjaj za kosu  200ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""STYLING""",,79,1815,"""TIGI""","""BED HEAD""",0.195,"""kom"""
100644,"""EGO BOOST Leave in regenerator 200ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""REGENERATORI I PAKOVANJA""",,29,1612,"""TIGI""","""BED HEAD""",0.297,"""kom"""
100645,"""SMALL TALK Krema za volumen 200ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""STYLING""",,67,1815,"""TIGI""","""BED HEAD""",0.282,"""kom"""
100646,"""SUPERSTAR Lak za kosu 200ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""STYLING""",,0,1160,"""TIGI""","""BED HEAD""",0.213,"""kom"""
100670,"""COCKY  Briljantin za kosu 150ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""STYLING""",,43,1877,"""TIGI""","""BED HEAD""",0.178,"""kom"""
100672,"""MASTERPIECE Lak za kosu 340ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""STYLING""",,73,1538,"""TIGI""","""BED HEAD""",0.318,"""kom"""
100684,"""SF SMOOTHING LUSTERIZER Krema za kosu 200ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""STYLING""",,23,2080,"""TIGI""","""S FACTOR""",0.238,"""kom"""
100685,"""SF CREAMY MOLDING WAX Vosak za kosu 50gr""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""STYLING""",,11,2105,"""TIGI""","""S FACTOR""",0.114,"""kom"""
100686,"""SF DREAM DROPS Serum za kosu 75ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""STYLING""",,12,2382,"""TIGI""","""S FACTOR""",0.104,"""kom"""
100688,"""SF SERIOUSLY STRAIGHT Sprej za ispravljanje 200ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""STYLING""",,3,1928,"""TIGI""","""S FACTOR""",0.231,"""kom"""
